,AccountOwnerId,Account Name,ServiceAdministratorId,SubscriptionId,SubscriptionGuid,Subscription Name,Date,Month,Day,Year,Product,Meter ID,Meter Category,Meter Sub-Category,Meter Region,Meter Name,Consumed Quantity,ResourceRate,ExtendedCost,Resource Location,Consumed Service,Instance ID,ServiceInfo1,ServiceInfo2,AdditionalInfo,Tags,Store Service Identifier,Department Name,Cost Center,Unit Of Measure,Resource Group,Charges Billed Separately
11516,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Tiered Block Blob - Hot - Read Operations - US South Central,f4e889a2-6224-46c8-ac42-40a209df8c12,Storage,Tiered Block Blob,US South Central,Hot Read Operations,0.066,0.03220404482803,0.00212546695865,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
11886,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Tiered Block Blob - Hot - Read Operations - US South Central,f4e889a2-6224-46c8-ac42-40a209df8c12,Storage,Tiered Block Blob,US South Central,Hot Read Operations,0.0221,0.03220404482803,0.0007117093906989999,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
11895,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Functions - Total Executions,4e5cd9e2-c20f-4d7f-acbe-58931b8b49ef,Functions,,,Total Executions,16.0,1.4179846249000002e-05,0.000226877539979,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,5000000,worleyparsonsrnd-00,False
12045,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Tiered Block Blob - Hot LRS - Write Operations - US South Central,8fde27a4-f37c-4af2-ab00-f53eac8f1925,Storage,Tiered Block Blob,US South Central,Hot LRS Write Operations,0.0287,0.404232552609678,0.011601474259898001,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
12088,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Tables - Read Operations,12da282f-7e96-49e2-983a-9a65da2a4866,Storage,Tables,,Read Operations,0.0107,0.0024649119779929997,2.6374558164999997e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
12286,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/01/2019,11,1,2019,Tiered Block Blob - Hot - Read Operations - US South Central,f4e889a2-6224-46c8-ac42-40a209df8c12,Storage,Tiered Block Blob,US South Central,Hot Read Operations,0.0469,0.03220404482803,0.0015103697024349998,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
12367,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Tables - Write Operations,9cb0bde8-bc0d-468c-8423-a25fe06779d3,Storage,Tables,,Write Operations,0.0208,0.0027508621859909997,5.7217933469e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
12370,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Functions - Total Executions,4e5cd9e2-c20f-4d7f-acbe-58931b8b49ef,Functions,,,Total Executions,29.0,1.4179846249000002e-05,0.00041121554121199995,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,5000000,worleyparsonsrnd-00,False
12499,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Tables - Write Operations,9cb0bde8-bc0d-468c-8423-a25fe06779d3,Storage,Tables,,Write Operations,0.0144,0.0027508621859909997,3.9612415478e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
12576,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/01/2019,11,1,2019,Tables - LRS Data Stored,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,Storage,Tables,,LRS Data Stored,0.002283,0.36509477815015995,0.000833511378517,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
12675,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Tables - Read Operations,12da282f-7e96-49e2-983a-9a65da2a4866,Storage,Tables,,Read Operations,0.0164,0.0024649119779929997,4.0424556439000004e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
13339,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,General Block Blob - List and Create Container Operations,f8c187bb-5a47-46ae-b874-f186d207fff4,Storage,General Block Blob,,List and Create Container Operations,0.0014,0.002888316758711,4.043643462e-06,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
13354,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Tiered Block Blob - Hot LRS - Data Stored - US South Central,b40c3368-de55-4653-b7fd-5d3faca0b1df,Storage,Tiered Block Blob,US South Central,Hot LRS Data Stored,0.343414,0.13660621394856698,0.04691248635693299,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
13539,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Bandwidth - Data Transfer Out - Zone 1,9995d93a-7d35-4d3f-9c69-7a7fea447ef4,Bandwidth,,Zone 1,Data Transfer Out,0.000413,0.705336192069508,0.000291303847325,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,10 GB,worleyparsonsrnd-00,False
13598,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/03/2019,11,3,2019,Tables - Write Operations,9cb0bde8-bc0d-468c-8423-a25fe06779d3,Storage,Tables,,Write Operations,0.0118,0.0027508621859909997,3.2460173795e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
13762,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Files - LRS Data Stored,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,Storage,Files,,LRS Data Stored,0.000576,0.48626173370001,0.000280086758611,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
13967,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Files - Protocol Operations,6a99015c-d33f-4f46-ae59-2e4d14091aa8,Storage,Files,,Protocol Operations,0.1152,0.012168499217229,0.0014018111098250002,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,10000000,worleyparsonsrnd-00,False
14108,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,General Block Blob - Read Operations,40551b4c-e8be-48ed-b70b-f8d25c7de724,Storage,General Block Blob,,Read Operations,0.2462,0.002920547790057,0.0007190388659119998,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
14315,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Bandwidth - Data Transfer In - Zone 1,32c3ebec-1646-49e3-8127-2cafbd3a04d8,Bandwidth,,Zone 1,Data Transfer In,0.09782,0.0,0.0,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,10 GB,worleyparsonsrnd-00,False
14361,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Tiered Block Blob - Hot - Read Operations - US South Central,f4e889a2-6224-46c8-ac42-40a209df8c12,Storage,Tiered Block Blob,US South Central,Hot Read Operations,0.0632,0.03220404482803,0.0020352956331320003,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
14529,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/01/2019,11,1,2019,Bandwidth - Data Transfer In - Zone 1,32c3ebec-1646-49e3-8127-2cafbd3a04d8,Bandwidth,,Zone 1,Data Transfer In,0.08541499999999999,0.0,0.0,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,10 GB,worleyparsonsrnd-00,False
14531,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Functions - Total Executions,4e5cd9e2-c20f-4d7f-acbe-58931b8b49ef,Functions,,,Total Executions,49.0,1.4179846249000002e-05,0.0006948124661860001,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,5000000,worleyparsonsrnd-00,False
14541,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,IP Addresses - Basic - Dynamic Public IP,f114cb19-ea64-40b5-bcd7-aee474b62853,Virtual Network,IP Addresses,,Dynamic Public IP,24.0,0.032449814990258,0.778795559766191,SouthCentralUS,Microsoft.Network,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Network/publicIPAddresses/pidparse-prdip-address,,,,,,Unassigned,,200 Hours,worleyparsonsrnd-00,False
14667,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Tables - Batch Write Operations,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Storage,Tables,,Batch Write Operations,0.0146,0.0029169318062559997,4.2587204371e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100000000,worleyparsonsrnd-00,False
14703,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Tiered Block Blob - All Other Operations - US South Central,2029d7c3-b78c-44a8-ba9e-4ae3ed6e372e,Storage,Tiered Block Blob,US South Central,All Other Operations,3.7455,0.032315596570456,0.121038066954644,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
14826,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/03/2019,11,3,2019,Tables - Batch Write Operations,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Storage,Tables,,Batch Write Operations,0.0432,0.0029169318062559997,0.00012601145403,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
14909,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,IP Addresses - Basic - Dynamic Public IP,f114cb19-ea64-40b5-bcd7-aee474b62853,Virtual Network,IP Addresses,,Dynamic Public IP,23.7,0.032449814990258,0.7690606152691128,SouthCentralUS,Microsoft.Network,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Network/publicIPAddresses/pidparse-prdip-address,,,,,,Unassigned,,200 Hours,worleyparsonsrnd-00,False
15644,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/03/2019,11,3,2019,Bandwidth - Data Transfer In - Zone 1,32c3ebec-1646-49e3-8127-2cafbd3a04d8,Bandwidth,,Zone 1,Data Transfer In,0.10276400000000001,0.0,0.0,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,10 GB,worleyparsonsrnd-00,False
16039,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Azure App Service Free Plan - F1,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,Azure App Service,Free Plan,,F1,0.064512,0.0,0.0,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,1 Hour,worleyparsonsrnd-00,False
16109,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/01/2019,11,1,2019,Bandwidth - Data Transfer Out - Zone 1,9995d93a-7d35-4d3f-9c69-7a7fea447ef4,Bandwidth,,Zone 1,Data Transfer Out,0.000337,0.705336192069508,0.000237698296727,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,10 GB,worleyparsonsrnd-00,False
16437,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/01/2019,11,1,2019,General Block Blob - Read Operations,40551b4c-e8be-48ed-b70b-f8d25c7de724,Storage,General Block Blob,,Read Operations,0.5502,0.002920547790057,0.0016068853940889999,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
16569,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Tiered Block Blob - Hot LRS - Write Operations - US South Central,8fde27a4-f37c-4af2-ab00-f53eac8f1925,Storage,Tiered Block Blob,US South Central,Hot LRS Write Operations,0.0206,0.404232552609678,0.008327190583759001,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
16913,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/01/2019,11,1,2019,Tables - Batch Write Operations,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Storage,Tables,,Batch Write Operations,0.0623,0.0029169318062559997,0.00018172485153000002,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
17106,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/05/2019,11,5,2019,Azure App Service Free Plan - F1,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,Azure App Service,Free Plan,,F1,0.064512,0.0,0.0,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,1 Hour,worleyparsonsrnd-00,False
17159,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/04/2019,11,4,2019,Tables - LRS Data Stored,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,Storage,Tables,,LRS Data Stored,0.000168,0.36509477815015995,6.1335922729e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
17227,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/02/2019,11,2,2019,Files - Protocol Operations,6a99015c-d33f-4f46-ae59-2e4d14091aa8,Storage,Files,,Protocol Operations,0.0827,0.012168499217229,0.001006334885265,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,10000000,worleyparsonsrnd-00,False
